Date,QQQ Close,QQQ Daily Return,Simulated TQQQ Daily Return,Fully Simulated TQQQ Close,TQQQ Close,TQQQ Daily Return,Historical TQQQ Close,Historical TQQQ Daily Return,Series Source
1999-03-10,43.2932,,,19.905328400227237,,,19.905328400227237,,Simulated from QQQ
1999-03-11,43.4977,0.004723605554683097,0.01379190400695361,20.179860778750058,,,20.179860778750058,0.013791904006953626,Simulated from QQQ
1999-03-12,42.4471,-0.024153001193166546,-0.0716079642960439,18.73482202860619,,,18.73482202860619,-0.07160796429604377,Simulated from QQQ
1999-03-15,43.6631,0.028647422320959626,0.08454435837201511,20.318745536228594,,,20.318745536228594,0.08454435837201513,Simulated from QQQ
1999-03-16,44.0379,0.008583907235171218,0.02520838579798243,20.830948312636878,,,20.830948312636878,0.025208385797982347,Simulated from QQQ
1999-03-17,43.7139,-0.007357299053769584,-0.021936243401493638,20.373995560166943,,,20.373995560166943,-0.021936243401493583,Simulated from QQQ
1999-03-18,44.5647,0.019462916829658283,0.05738204092127446,21.543097007130307,,,21.543097007130307,0.05738204092127441,Simulated from QQQ
1999-03-19,43.4281,-0.025504491222873793,-0.07560486987285332,19.914333961247966,,,19.914333961247966,-0.0756048698728532,Simulated from QQQ
1999-03-22,42.8898,-0.012395200342635304,-0.036835366084066866,19.18078217946503,,,19.18078217946503,-0.0368353660840669,Simulated from QQQ
1999-03-23,41.3851,-0.03508293347136149,-0.10393221850184799,17.18728093495252,,,17.18728093495252,-0.10393221850184797,Simulated from QQQ
1999-03-24,42.7917,0.03398807783477631,0.10033884840729553,18.91183291121832,,,18.91183291121832,0.10033884840729557,Simulated from QQQ
1999-03-25,44.3473,0.03635284412631412,0.10733242392079438,20.941685778364437,,,20.941685778364437,0.10733242392079445,Simulated from QQQ
1999-03-26,43.8725,-0.010706401517115882,-0.03184090123752269,20.274883629748302,,,20.274883629748302,-0.0318409012375227,Simulated from QQQ
1999-03-29,45.4663,0.03632799589720204,0.10725893760322722,22.449546107904165,,,22.449546107904165,0.10725893760322713,Simulated from QQQ
1999-03-30,45.1441,-0.007086567413666756,-0.02113557985358707,21.975061933463774,,,21.975061933463774,-0.02113557985358694,Simulated from QQQ
1999-03-31,44.4805,-0.014699595295952328,-0.04365039900153459,21.015841711984645,,,21.015841711984645,-0.04365039900153467,Simulated from QQQ
1999-04-01,45.4152,0.021013702633738474,0.061968345142925034,22.318158644661988,,,22.318158644661988,0.06196834514292493,Simulated from QQQ
1999-04-05,47.0561,0.03613107505857083,0.10667656260909901,24.69898309263908,,,24.69898309263908,0.10667656260909908,Simulated from QQQ
1999-04-06,47.146,0.0019104855693523604,0.005472364305992549,24.834144926109552,,,24.834144926109552,0.0054723643059926275,Simulated from QQQ
1999-04-07,46.6537,-0.01044203113731812,-0.031059050523029597,24.062819964153277,,,24.062819964153277,-0.031059050523029597,Simulated from QQQ
1999-04-08,47.0285,0.00803366078145995,0.02358108328659463,24.630247325838308,,,24.630247325838308,0.023581083286594584,Simulated from QQQ
1999-04-09,47.3124,0.006036764940408279,0.0176754502830453,25.065598037905275,,,25.065598037905275,0.017675450283045402,Simulated from QQQ
1999-04-12,47.0,-0.0066029201646924385,-0.019705238271967913,24.57167445613898,,,24.57167445613898,-0.019705238271968017,Simulated from QQQ
1999-04-13,46.3679,-0.01344893617021281,-0.03995169140882028,23.589994500869324,,,23.589994500869324,-0.03995169140882027,Simulated from QQQ
1999-04-14,44.7798,-0.03424998759917952,-0.10146885885543931,21.196344678460026,,,21.196344678460026,-0.10146885885543921,Simulated from QQQ
1999-04-15,45.3877,0.013575317442239498,0.03997001544692349,22.04356290267639,,,22.04356290267639,0.03997001544692358,Simulated from QQQ
1999-04-16,44.0644,-0.029155476043069006,-0.08640231659308241,20.138948001919818,,,20.138948001919818,-0.08640231659308228,Simulated from QQQ
1999-04-19,41.9901,-0.04707428218698084,-0.1393955127189038,17.33166901957286,,,17.33166901957286,-0.13939551271890382,Simulated from QQQ
1999-04-20,42.9446,0.02273154862693838,0.06704871427580553,18.493735143589035,,,18.493735143589035,0.06704871427580561,Simulated from QQQ
1999-04-21,45.0608,0.04927744116838895,0.14555571292772368,21.185603947110636,,,21.185603947110636,0.14555571292772362,Simulated from QQQ
1999-04-22,46.2895,0.027267602883215503,0.0804636712159995,22.890275417623325,,,22.890275417623325,0.0804636712159994,Simulated from QQQ
1999-04-23,46.8925,0.01302671232136876,0.038347567024163434,23.7680617884022,,,23.7680617884022,0.03834756702416353,Simulated from QQQ
1999-04-26,47.9763,0.023112438023138004,0.06817515910214851,25.388453182376214,,,25.388453182376214,0.06817515910214844,Simulated from QQQ
1999-04-27,47.2438,-0.015267955219556373,-0.0453312704089101,24.237562345901964,,,24.237562345901964,-0.04533127040891005,Simulated from QQQ
1999-04-28,45.6229,-0.03430926386107802,-0.10164416286549245,21.773955611352577,,,21.773955611352577,-0.1016441628654925,Simulated from QQQ
1999-04-29,45.2479,-0.0082195564069798,-0.024486289016286213,21.24079224122521,,,21.24079224122521,-0.024486289016286134,Simulated from QQQ
1999-04-30,45.5453,0.006572680721094182,0.019260371166988227,21.649897783672095,,,21.649897783672095,0.01926037116698831,Simulated from QQQ
